student_id,entry_term,college,major,stem,first_gen,pell_eligible,works_20plus_hrs,hs_gpa,fall25_credits_attempted,fall25_credits_earned,fall25_gpa,gateway_math_grade,lms_logins_first4wks,advising_visits_ay25,spring26_gpa,cumulative_gpa,retained_fall26,class_level_fall26
LU25628,Fall 2025,Engineering,Civil Engineering,1,0,0,1,3.66,15,15,4.0,A,86,0,3.15,3.57,1,Sophomore
LU25629,Fall 2025,Arts & Sciences,English,0,0,1,0,3.19,16,16,2.76,,130,1,2.66,2.71,1,Sophomore
LU25630,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.82,15,15,3.45,B,105,3,3.35,3.4,1,Sophomore
LU25631,Fall 2025,Nursing & Health,Public Health,0,0,1,0,2.92,15,15,1.71,F,70,2,1.73,1.72,1,Sophomore
LU25632,Fall 2025,Arts & Sciences,English,0,0,0,1,3.49,13,13,3.28,,70,2,2.76,3.02,1,Sophomore
LU25633,Fall 2025,Arts & Sciences,Chemistry,1,0,1,1,3.46,14,14,2.84,B,79,1,2.54,2.69,1,Sophomore
LU25634,Fall 2025,Nursing & Health,Kinesiology,1,1,1,1,3.23,15,15,2.6,C,84,0,2.37,2.49,1,Sophomore
LU25635,Fall 2025,Business,Accounting,0,0,1,1,3.82,14,14,2.92,C,73,1,3.5,3.21,1,Sophomore
LU25636,Fall 2025,Arts & Sciences,English,0,0,0,0,3.22,15,15,4.0,A,110,0,4.0,4.0,1,Sophomore
LU25637,Fall 2025,Business,Finance,0,0,0,0,3.59,15,15,2.71,C,107,0,2.33,2.52,1,Sophomore
LU25638,Fall 2025,Engineering,Mechanical Engineering,1,0,0,1,3.46,17,17,3.04,B,5,3,3.18,3.11,1,Sophomore
LU25639,Fall 2025,Education,Elementary Education,0,0,1,1,3.47,15,15,2.91,,121,0,3.41,3.16,1,Sophomore
LU25640,Fall 2025,Arts & Sciences,Mathematics,1,1,0,0,3.29,15,15,2.52,C,124,3,3.15,2.84,1,Sophomore
LU25641,Fall 2025,Nursing & Health,Public Health,0,1,0,1,3.52,14,14,2.09,,8,3,1.28,1.68,0,Not enrolled
LU25642,Fall 2025,Business,Marketing,0,0,1,1,3.55,16,16,2.18,,104,1,,2.18,0,Not enrolled
LU25643,Fall 2025,Nursing & Health,Nursing,1,0,1,0,3.47,16,16,2.79,A,87,1,2.86,2.82,1,Sophomore
LU25644,Fall 2025,Arts & Sciences,English,0,1,0,1,3.25,14,14,3.02,,89,0,3.03,3.03,1,Sophomore
LU25645,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.51,14,14,3.01,C,70,0,2.3,2.66,1,Sophomore
LU25646,Fall 2025,Business,Management,0,0,0,1,3.43,15,15,3.56,B,112,2,3.55,3.55,1,Sophomore
LU25647,Fall 2025,Engineering,Civil Engineering,1,0,1,0,3.43,13,13,2.33,C,136,2,2.91,2.62,1,Sophomore
LU25648,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.52,17,17,3.41,A,120,0,3.93,3.67,1,Sophomore
LU25649,Fall 2025,Undeclared,Undeclared,0,0,1,0,3.28,15,15,3.58,B,60,2,3.54,3.56,1,Sophomore
LU25650,Fall 2025,Business,Accounting,0,0,0,1,3.0,14,11,2.05,D,67,1,1.81,1.93,1,Freshman
LU25651,Fall 2025,Arts & Sciences,Psychology,0,0,0,0,3.13,16,16,1.68,,26,3,,1.68,0,Not enrolled
LU25652,Fall 2025,Nursing & Health,Nursing,1,1,0,1,2.85,12,12,1.58,,67,1,1.28,1.43,0,Not enrolled
LU25653,Fall 2025,Arts & Sciences,English,0,0,0,0,3.45,13,13,2.47,,119,1,3.04,2.75,1,Sophomore
LU25654,Fall 2025,Engineering,Electrical Engineering,1,0,1,0,3.54,16,16,3.4,B,43,3,3.29,3.35,1,Sophomore
LU25655,Fall 2025,Nursing & Health,Public Health,0,1,1,0,3.66,14,14,3.81,,102,0,4.0,3.91,1,Sophomore
LU25656,Fall 2025,Engineering,Computer Science,1,1,0,0,3.46,14,14,2.33,C,65,0,2.3,2.31,1,Sophomore
LU25657,Fall 2025,Arts & Sciences,English,0,0,0,1,3.25,16,12,1.47,,78,2,1.68,1.57,1,Sophomore
LU25658,Fall 2025,Arts & Sciences,Chemistry,1,0,0,0,3.31,14,14,2.35,D,108,1,1.68,2.01,1,Sophomore
LU25659,Fall 2025,Arts & Sciences,Economics,0,0,0,0,2.5,16,16,2.45,,119,1,2.7,2.58,1,Sophomore
LU25660,Fall 2025,Arts & Sciences,Biology,1,0,0,1,3.71,15,15,3.38,B,162,0,3.53,3.46,1,Sophomore
LU25661,Fall 2025,Arts & Sciences,Political Science,0,1,0,0,3.34,14,14,3.26,B,103,0,3.62,3.44,1,Sophomore
LU25662,Fall 2025,Arts & Sciences,Economics,0,0,1,1,3.04,14,14,2.76,C,65,0,,2.76,0,Not enrolled
LU25663,Fall 2025,Arts & Sciences,English,0,1,1,0,2.94,15,15,2.42,,96,1,2.45,2.43,1,Sophomore
LU25664,Fall 2025,Engineering,Computer Science,1,1,0,0,3.2,16,12,1.79,D,70,2,1.08,1.43,0,Not enrolled
LU25665,Fall 2025,Arts & Sciences,Chemistry,1,0,1,0,3.27,12,12,3.1,C,101,1,2.98,3.04,1,Sophomore
LU25666,Fall 2025,Nursing & Health,Nursing,1,0,0,0,4.0,16,16,2.68,,96,1,3.2,2.94,1,Sophomore
LU25667,Fall 2025,Education,Secondary Education,0,1,0,0,3.86,17,17,4.0,A,84,1,3.99,4.0,1,Sophomore
LU25668,Fall 2025,Arts & Sciences,Biology,1,0,0,0,3.3,16,16,2.54,C,87,0,2.48,2.51,1,Sophomore
LU25669,Fall 2025,Business,Management,0,0,0,0,3.8,12,12,2.96,B,77,0,2.8,2.88,1,Sophomore
LU25670,Fall 2025,Engineering,Computer Science,1,0,0,0,3.37,14,14,2.48,C,91,1,2.7,2.59,1,Sophomore
LU25671,Fall 2025,Arts & Sciences,English,0,0,1,0,3.39,16,16,3.15,A,55,1,3.21,3.18,1,Sophomore
LU25672,Fall 2025,Arts & Sciences,Mathematics,1,0,0,1,3.32,13,10,1.42,,68,0,2.28,1.85,1,Freshman
LU25673,Fall 2025,Education,Secondary Education,0,1,0,0,4.0,14,14,2.72,B,69,1,2.35,2.53,1,Sophomore
LU25674,Fall 2025,Engineering,Electrical Engineering,1,1,1,1,3.15,15,15,2.55,D,96,1,2.63,2.59,1,Sophomore
LU25675,Fall 2025,Nursing & Health,Nursing,1,0,1,0,3.86,13,13,3.39,B,107,1,3.11,3.25,1,Sophomore
LU25676,Fall 2025,Arts & Sciences,Mathematics,1,1,0,1,3.16,14,14,2.57,F,11,2,2.09,2.33,1,Sophomore
LU25677,Fall 2025,Business,Accounting,0,1,0,0,3.55,15,15,3.9,,61,1,4.0,3.95,1,Sophomore
LU25678,Fall 2025,Education,Secondary Education,0,0,1,1,3.79,13,13,3.13,B,92,0,3.34,3.24,1,Sophomore
LU25679,Fall 2025,Education,Elementary Education,0,0,0,0,3.91,13,13,3.65,,131,1,3.45,3.55,1,Sophomore
LU25680,Fall 2025,Arts & Sciences,Mathematics,1,1,0,0,3.15,12,12,2.51,C,126,2,,2.51,0,Not enrolled
LU25681,Fall 2025,Engineering,Computer Science,1,1,0,0,3.25,13,13,2.6,,73,2,2.66,2.63,1,Sophomore
LU25682,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.46,12,12,2.75,F,114,1,3.2,2.98,1,Sophomore
LU25683,Fall 2025,Nursing & Health,Public Health,0,1,0,1,3.48,15,12,1.95,W,39,2,1.51,1.73,0,Not enrolled
LU25684,Fall 2025,Arts & Sciences,English,0,0,0,1,3.12,14,14,2.77,,63,0,2.89,2.83,1,Sophomore
LU25685,Fall 2025,Arts & Sciences,Economics,0,0,1,1,3.28,14,14,2.69,C,88,0,2.78,2.74,1,Sophomore
LU25686,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.76,16,16,3.11,,125,4,3.19,3.15,1,Sophomore
LU25687,Fall 2025,Engineering,Computer Science,1,0,0,0,3.69,16,16,3.98,A,102,0,3.81,3.89,0,Not enrolled
LU25688,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.73,15,15,3.56,B,41,0,3.66,3.61,0,Not enrolled
LU25689,Fall 2025,Undeclared,Undeclared,0,1,0,1,3.58,15,15,2.35,B,91,1,2.57,2.46,1,Sophomore
LU25690,Fall 2025,Arts & Sciences,English,0,0,1,1,3.34,14,10,1.81,D,137,2,1.99,1.9,1,Freshman
LU25691,Fall 2025,Arts & Sciences,Political Science,0,0,0,1,3.4,17,17,1.56,W,59,4,2.24,1.9,1,Sophomore
LU25692,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.51,14,14,2.74,F,43,0,2.74,2.74,1,Sophomore
LU25693,Fall 2025,Arts & Sciences,Psychology,0,0,0,0,3.4,15,15,3.09,B,67,1,3.44,3.26,1,Sophomore
LU25694,Fall 2025,Arts & Sciences,English,0,0,0,0,3.17,14,14,3.06,A,56,0,3.48,3.27,1,Sophomore
LU25695,Fall 2025,Business,Marketing,0,1,0,1,3.03,14,14,2.25,,96,1,2.43,2.34,1,Sophomore
LU25696,Fall 2025,Undeclared,Undeclared,0,1,0,1,2.81,17,17,2.95,,108,0,,2.95,0,Not enrolled
LU25697,Fall 2025,Business,Finance,0,0,0,0,3.44,16,16,2.99,C,66,0,2.51,2.75,1,Sophomore
LU25698,Fall 2025,Business,Marketing,0,1,0,0,3.1,15,15,2.42,C,59,1,2.56,2.49,1,Sophomore
LU25699,Fall 2025,Arts & Sciences,Mathematics,1,0,0,1,3.35,13,6,1.98,D,36,3,2.08,2.03,0,Not enrolled
LU25700,Fall 2025,Business,Marketing,0,0,0,0,3.35,15,15,3.09,C,132,3,3.33,3.21,1,Sophomore
LU25701,Fall 2025,Nursing & Health,Nursing,1,0,0,1,3.35,14,14,2.71,C,65,2,3.09,2.9,1,Sophomore
LU25702,Fall 2025,Business,Marketing,0,0,0,0,3.47,16,16,3.66,A,101,1,3.38,3.52,1,Sophomore
LU25703,Fall 2025,Nursing & Health,Public Health,0,0,1,0,2.65,15,15,1.76,,85,3,1.0,1.38,1,Sophomore
LU25704,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,3.84,15,15,2.56,B,104,1,3.29,2.93,1,Sophomore
LU25705,Fall 2025,Arts & Sciences,Chemistry,1,1,1,0,3.36,16,16,2.09,,6,2,1.69,1.89,1,Sophomore
LU25706,Fall 2025,Business,Accounting,0,0,1,0,3.37,16,16,2.94,,135,1,2.85,2.9,1,Sophomore
LU25707,Fall 2025,Engineering,Civil Engineering,1,0,0,0,3.36,16,16,3.73,A,133,3,3.8,3.76,1,Sophomore
LU25708,Fall 2025,Arts & Sciences,Biology,1,1,0,0,3.73,17,17,3.71,,123,1,3.82,3.77,1,Sophomore
LU25709,Fall 2025,Business,Marketing,0,0,0,1,3.37,15,15,3.37,C,99,0,2.31,2.84,0,Not enrolled
LU25710,Fall 2025,Nursing & Health,Nursing,1,0,0,1,4.0,16,16,2.5,C,53,3,2.49,2.5,1,Sophomore
LU25711,Fall 2025,Arts & Sciences,Biology,1,0,0,0,3.21,13,13,3.01,W,63,2,3.47,3.24,1,Sophomore
LU25712,Fall 2025,Engineering,Electrical Engineering,1,1,0,0,3.45,16,16,3.09,C,35,1,3.15,3.12,0,Not enrolled
LU25713,Fall 2025,Nursing & Health,Public Health,0,0,0,1,3.23,16,16,2.27,,53,0,1.89,2.08,1,Sophomore
LU25714,Fall 2025,Engineering,Mechanical Engineering,1,1,0,0,4.0,13,13,3.33,C,102,0,2.76,3.05,1,Sophomore
LU25715,Fall 2025,Arts & Sciences,Mathematics,1,1,0,1,3.84,13,13,4.0,A,81,1,4.0,4.0,1,Sophomore
LU25716,Fall 2025,Arts & Sciences,Economics,0,1,0,0,4.0,13,13,4.0,,100,1,4.0,4.0,1,Sophomore
LU25717,Fall 2025,Engineering,Computer Science,1,0,1,0,3.34,16,16,3.83,,97,3,3.34,3.59,1,Sophomore
LU25718,Fall 2025,Business,Accounting,0,0,0,0,3.44,12,12,2.62,B,82,1,3.26,2.94,1,Sophomore
LU25719,Fall 2025,Engineering,Computer Science,1,0,0,0,3.24,13,13,2.55,C,76,1,2.67,2.61,1,Sophomore
LU25720,Fall 2025,Arts & Sciences,Economics,0,1,0,1,3.62,17,17,1.44,,58,4,1.37,1.4,0,Not enrolled
LU25721,Fall 2025,Nursing & Health,Nursing,1,1,0,0,3.7,15,15,3.72,B,127,3,3.59,3.65,1,Sophomore
LU25722,Fall 2025,Education,Secondary Education,0,0,1,1,3.27,12,12,2.39,,36,3,2.68,2.54,1,Sophomore
LU25723,Fall 2025,Arts & Sciences,Psychology,0,1,0,0,3.45,14,14,4.0,,87,1,3.55,3.78,1,Sophomore
LU25724,Fall 2025,Arts & Sciences,Psychology,0,0,1,0,3.53,16,16,3.02,,81,2,3.58,3.3,1,Sophomore
LU25725,Fall 2025,Arts & Sciences,Political Science,0,1,1,1,3.7,14,14,3.83,,91,1,3.92,3.87,1,Sophomore
LU25726,Fall 2025,Nursing & Health,Nursing,1,0,1,1,3.13,15,15,3.57,B,87,0,3.19,3.38,1,Sophomore
LU25727,Fall 2025,Education,Elementary Education,0,0,1,1,3.67,14,14,2.48,,90,2,3.11,2.79,1,Sophomore
LU25728,Fall 2025,Arts & Sciences,Biology,1,0,1,0,3.0,14,14,2.47,W,79,0,2.63,2.55,1,Sophomore
LU25729,Fall 2025,Arts & Sciences,Mathematics,1,0,1,1,3.46,15,15,2.16,D,54,1,2.09,2.13,0,Not enrolled
LU25730,Fall 2025,Arts & Sciences,Psychology,0,0,0,0,3.14,15,15,3.21,,52,0,3.23,3.22,1,Sophomore
LU25731,Fall 2025,Engineering,Electrical Engineering,1,1,0,1,3.14,15,11,1.69,W,42,1,1.07,1.38,0,Not enrolled
LU25732,Fall 2025,Education,Secondary Education,0,0,0,1,3.84,15,15,3.03,B,132,0,2.47,2.75,1,Sophomore
LU25733,Fall 2025,Arts & Sciences,English,0,0,0,0,3.4,16,16,3.3,B,89,1,3.46,3.38,1,Sophomore
LU25734,Fall 2025,Arts & Sciences,Biology,1,0,0,1,3.7,15,15,3.14,C,54,0,3.3,3.22,1,Sophomore
LU25735,Fall 2025,Engineering,Mechanical Engineering,1,1,0,0,3.3,16,9,1.82,D,90,2,1.97,1.89,1,Freshman
LU25736,Fall 2025,Engineering,Electrical Engineering,1,1,0,1,2.76,14,7,1.56,,70,4,1.29,1.42,1,Freshman
LU25737,Fall 2025,Nursing & Health,Kinesiology,1,0,1,1,3.53,17,17,3.12,B,135,1,3.67,3.39,1,Sophomore
LU25738,Fall 2025,Engineering,Civil Engineering,1,0,0,1,3.91,14,14,3.46,C,109,0,3.58,3.52,1,Sophomore
LU25739,Fall 2025,Arts & Sciences,Economics,0,1,1,0,3.35,17,17,3.54,A,116,0,3.75,3.65,1,Sophomore
LU25740,Fall 2025,Arts & Sciences,Mathematics,1,1,1,0,3.47,15,15,3.46,A,102,0,3.58,3.52,1,Sophomore
LU25741,Fall 2025,Undeclared,Undeclared,0,1,0,0,3.06,16,12,1.78,W,67,3,1.58,1.68,1,Sophomore
LU25742,Fall 2025,Nursing & Health,Kinesiology,1,0,0,1,3.93,15,12,2.12,D,65,4,1.58,1.85,1,Sophomore
LU25743,Fall 2025,Arts & Sciences,Chemistry,1,0,1,0,2.86,12,12,2.31,,45,1,,2.31,0,Not enrolled
LU25744,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.23,13,13,3.16,,73,2,2.76,2.96,1,Sophomore
LU25745,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,2.77,15,15,3.05,C,39,2,3.11,3.08,1,Sophomore
LU25746,Fall 2025,Nursing & Health,Public Health,0,1,0,0,3.32,15,15,2.49,W,125,1,2.42,2.46,1,Sophomore
LU25747,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.74,12,12,2.66,C,75,2,,2.66,0,Not enrolled
LU25748,Fall 2025,Education,Elementary Education,0,0,0,0,3.67,14,14,3.5,B,130,2,3.52,3.51,1,Sophomore
LU25749,Fall 2025,Arts & Sciences,Biology,1,0,0,0,3.86,15,15,2.53,C,137,2,1.99,2.26,1,Sophomore
LU25750,Fall 2025,Engineering,Mechanical Engineering,1,0,0,1,3.95,14,14,3.49,B,51,1,3.52,3.51,1,Sophomore
LU25751,Fall 2025,Business,Management,0,0,0,0,3.17,14,14,2.95,C,94,1,2.77,2.86,1,Sophomore
LU25752,Fall 2025,Engineering,Electrical Engineering,1,0,1,0,4.0,14,14,3.54,B,89,2,3.5,3.52,1,Sophomore
LU25753,Fall 2025,Arts & Sciences,Chemistry,1,0,1,1,3.46,16,16,2.33,C,40,2,2.07,2.2,1,Sophomore
LU25754,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,3.61,16,16,2.85,,91,1,2.91,2.88,1,Sophomore
LU25755,Fall 2025,Arts & Sciences,Biology,1,0,0,1,3.61,14,14,3.62,,87,4,3.71,3.67,1,Sophomore
LU25756,Fall 2025,Arts & Sciences,Mathematics,1,0,0,0,3.72,15,15,2.75,B,85,0,2.6,2.67,1,Sophomore
LU25757,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.43,16,16,3.37,B,140,1,3.71,3.54,1,Sophomore
LU25758,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.88,13,13,3.51,,106,0,3.68,3.6,1,Sophomore
LU25759,Fall 2025,Engineering,Electrical Engineering,1,1,1,0,3.84,15,11,2.09,F,57,0,2.04,2.06,0,Not enrolled
LU25760,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.56,14,14,2.69,,80,3,3.05,2.87,1,Sophomore
LU25761,Fall 2025,Business,Marketing,0,1,1,1,3.08,16,16,2.57,C,67,1,2.42,2.5,1,Sophomore
LU25762,Fall 2025,Arts & Sciences,Psychology,0,0,0,1,3.82,13,13,3.73,,140,3,3.73,3.73,1,Sophomore
LU25763,Fall 2025,Arts & Sciences,Chemistry,1,1,1,1,3.44,13,13,1.65,F,86,4,,1.65,0,Not enrolled
LU25764,Fall 2025,Arts & Sciences,Political Science,0,1,0,0,3.41,14,14,4.0,,103,2,4.0,4.0,1,Sophomore
LU25765,Fall 2025,Nursing & Health,Nursing,1,0,0,1,4.0,13,13,2.93,C,30,0,3.09,3.01,1,Sophomore
LU25766,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.77,13,13,2.64,C,126,2,2.04,2.34,0,Not enrolled
LU25767,Fall 2025,Engineering,Mechanical Engineering,1,0,0,1,3.23,15,15,3.73,A,107,1,3.94,3.84,1,Sophomore
LU25768,Fall 2025,Nursing & Health,Kinesiology,1,0,0,0,3.97,16,16,3.16,B,7,1,3.2,3.18,1,Sophomore
LU25769,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,3.8,16,16,3.13,B,129,1,2.86,3.0,1,Sophomore
LU25770,Fall 2025,Education,Elementary Education,0,0,0,0,3.59,12,12,2.41,W,122,1,2.81,2.61,1,Sophomore
LU25771,Fall 2025,Education,Secondary Education,0,0,0,0,3.57,14,14,3.26,A,128,0,3.42,3.34,1,Sophomore
LU25772,Fall 2025,Arts & Sciences,English,0,1,0,0,3.37,13,13,3.57,B,92,1,3.61,3.59,1,Sophomore
LU25773,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.47,16,16,2.32,D,123,0,2.55,2.44,1,Sophomore
LU25774,Fall 2025,Arts & Sciences,Chemistry,1,0,1,1,3.67,14,14,2.82,W,5,1,,2.82,0,Not enrolled
LU25775,Fall 2025,Arts & Sciences,Chemistry,1,1,1,1,3.06,16,16,2.52,,133,0,1.87,2.19,0,Not enrolled
LU25776,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.13,15,15,2.42,W,142,0,2.24,2.33,1,Sophomore
LU25777,Fall 2025,Business,Accounting,0,0,1,1,3.72,15,15,3.25,B,136,3,3.63,3.44,1,Sophomore
LU25778,Fall 2025,Education,Secondary Education,0,0,0,1,3.02,16,16,2.99,A,68,2,2.97,2.98,1,Sophomore
LU25779,Fall 2025,Arts & Sciences,Psychology,0,0,1,1,3.91,15,15,2.33,,11,2,2.7,2.52,1,Sophomore
LU25780,Fall 2025,Business,Finance,0,1,0,0,2.62,12,12,1.74,,63,3,1.5,1.62,1,Sophomore
LU25781,Fall 2025,Engineering,Mechanical Engineering,1,1,0,0,3.88,13,13,2.61,C,57,1,2.52,2.56,0,Not enrolled
LU25782,Fall 2025,Arts & Sciences,Chemistry,1,1,1,0,3.77,16,16,3.44,A,27,0,3.68,3.56,1,Sophomore
LU25783,Fall 2025,Undeclared,Undeclared,0,0,1,0,3.21,15,15,2.98,,56,0,2.29,2.64,1,Sophomore
LU25784,Fall 2025,Business,Marketing,0,1,0,1,3.5,16,16,3.33,A,126,1,3.6,3.46,1,Sophomore
LU25785,Fall 2025,Arts & Sciences,Biology,1,1,0,0,2.69,13,10,1.91,W,106,1,2.0,1.96,1,Freshman
LU25786,Fall 2025,Education,Secondary Education,0,0,0,0,3.47,16,16,2.94,C,122,1,2.56,2.75,1,Sophomore
LU25787,Fall 2025,Arts & Sciences,Biology,1,0,0,1,3.3,14,14,2.95,B,85,1,3.01,2.98,1,Sophomore
LU25788,Fall 2025,Arts & Sciences,Chemistry,1,0,1,1,2.86,16,13,2.05,F,71,0,,2.05,0,Not enrolled
LU25789,Fall 2025,Arts & Sciences,Psychology,0,0,1,0,2.96,15,15,2.63,C,63,0,2.28,2.45,0,Not enrolled
LU25790,Fall 2025,Education,Elementary Education,0,1,0,1,3.47,14,10,2.17,,25,1,1.99,2.08,0,Not enrolled
LU25791,Fall 2025,Arts & Sciences,Psychology,0,1,1,1,3.15,15,15,2.73,C,63,1,2.74,2.73,1,Sophomore
LU25792,Fall 2025,Education,Elementary Education,0,1,0,0,3.11,15,15,1.97,,92,1,1.94,1.96,1,Sophomore
LU25793,Fall 2025,Business,Accounting,0,0,0,0,3.4,15,15,2.91,C,123,1,3.43,3.17,1,Sophomore
LU25794,Fall 2025,Arts & Sciences,Political Science,0,0,0,1,3.25,15,12,2.08,,42,3,2.9,2.49,1,Sophomore
LU25795,Fall 2025,Business,Management,0,1,0,0,3.4,17,17,3.77,A,96,3,4.0,3.89,1,Sophomore
LU25796,Fall 2025,Engineering,Civil Engineering,1,1,1,1,3.19,12,12,1.71,,67,4,1.69,1.7,1,Sophomore
LU25797,Fall 2025,Business,Accounting,0,1,1,1,3.53,16,16,2.93,C,23,0,2.97,2.95,1,Sophomore
LU25798,Fall 2025,Nursing & Health,Nursing,1,0,1,0,3.65,15,15,3.32,A,54,2,3.71,3.52,1,Sophomore
LU25799,Fall 2025,Business,Finance,0,0,0,0,3.65,16,16,3.19,,111,3,3.04,3.12,1,Sophomore
LU25800,Fall 2025,Undeclared,Undeclared,0,0,0,0,3.27,14,14,4.0,A,94,2,3.86,3.93,1,Sophomore
LU25801,Fall 2025,Arts & Sciences,English,0,0,0,0,3.44,16,16,3.39,,73,2,4.0,3.7,1,Sophomore
LU25802,Fall 2025,Nursing & Health,Nursing,1,0,1,1,2.95,14,7,1.85,,76,1,1.86,1.86,0,Not enrolled
LU25803,Fall 2025,Engineering,Computer Science,1,0,0,0,3.3,15,15,2.56,C,129,2,2.21,2.39,1,Sophomore
LU25804,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.83,14,14,3.29,,118,1,3.0,3.15,1,Sophomore
LU25805,Fall 2025,Education,Elementary Education,0,1,1,0,3.52,12,12,2.78,C,114,2,3.11,2.94,1,Sophomore
LU25806,Fall 2025,Undeclared,Undeclared,0,1,1,0,4.0,14,14,3.51,,86,0,3.31,3.41,0,Not enrolled
LU25807,Fall 2025,Arts & Sciences,Psychology,0,0,1,1,3.06,14,11,2.17,,66,2,2.42,2.3,1,Freshman
LU25808,Fall 2025,Engineering,Civil Engineering,1,0,1,1,3.31,14,14,2.39,C,87,0,1.7,2.04,0,Not enrolled
LU25809,Fall 2025,Undeclared,Undeclared,0,1,1,1,3.55,15,15,2.57,,56,3,3.04,2.81,1,Sophomore
LU25810,Fall 2025,Undeclared,Undeclared,0,0,0,1,3.29,15,12,2.2,,91,0,2.31,2.25,1,Sophomore
LU25811,Fall 2025,Arts & Sciences,Chemistry,1,0,1,1,3.13,15,15,2.1,C,12,1,2.32,2.21,1,Sophomore
LU25812,Fall 2025,Undeclared,Undeclared,0,0,1,0,3.64,16,16,4.0,A,89,3,3.83,3.92,1,Sophomore
LU25813,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,3.06,16,13,2.18,D,98,2,2.29,2.24,1,Sophomore
LU25814,Fall 2025,Arts & Sciences,Political Science,0,1,0,0,3.62,12,12,2.48,,94,2,2.42,2.45,1,Sophomore
LU25815,Fall 2025,Nursing & Health,Kinesiology,1,1,0,0,3.25,15,8,1.74,D,72,2,0.41,1.08,0,Not enrolled
LU25816,Fall 2025,Engineering,Mechanical Engineering,1,0,0,0,3.74,14,14,2.79,C,82,0,2.51,2.65,1,Sophomore
LU25817,Fall 2025,Engineering,Electrical Engineering,1,0,1,0,2.85,13,13,3.48,A,75,1,3.06,3.27,1,Sophomore
LU25818,Fall 2025,Engineering,Electrical Engineering,1,0,0,0,2.99,12,12,3.7,B,132,0,3.68,3.69,1,Sophomore
LU25819,Fall 2025,Engineering,Civil Engineering,1,0,0,0,3.63,12,12,2.68,,123,1,3.1,2.89,1,Sophomore
LU25820,Fall 2025,Arts & Sciences,Political Science,0,0,1,0,2.87,13,13,3.39,B,106,1,3.57,3.48,1,Sophomore
LU25821,Fall 2025,Arts & Sciences,Chemistry,1,0,1,0,3.81,15,15,2.52,,123,0,,2.52,0,Not enrolled
LU25822,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.85,13,13,3.44,B,89,1,3.37,3.4,1,Sophomore
LU25823,Fall 2025,Business,Finance,0,0,1,1,3.3,12,12,3.13,B,99,2,3.23,3.18,1,Sophomore
LU25824,Fall 2025,Business,Management,0,0,1,1,3.46,16,13,1.61,D,62,3,1.33,1.47,0,Not enrolled
LU25825,Fall 2025,Nursing & Health,Nursing,1,0,0,0,3.85,15,15,4.0,A,132,1,4.0,4.0,1,Sophomore
LU25826,Fall 2025,Arts & Sciences,English,0,1,0,1,3.39,14,10,2.12,F,84,4,2.33,2.22,1,Freshman
LU25827,Fall 2025,Arts & Sciences,Mathematics,1,0,1,1,3.2,15,15,3.58,A,95,1,3.75,3.67,1,Sophomore
LU25828,Fall 2025,Arts & Sciences,Psychology,0,1,0,0,3.5,15,15,3.05,B,121,1,,3.05,0,Not enrolled
LU25829,Fall 2025,Arts & Sciences,Biology,1,0,1,0,3.01,14,10,1.74,D,92,0,1.75,1.75,1,Freshman
LU25830,Fall 2025,Nursing & Health,Public Health,0,1,0,0,3.69,14,14,4.0,A,82,0,3.88,3.94,1,Sophomore
LU25831,Fall 2025,Arts & Sciences,Psychology,0,1,1,0,3.25,15,15,2.72,C,85,2,2.76,2.74,1,Sophomore
LU25832,Fall 2025,Arts & Sciences,Psychology,0,0,1,0,3.44,12,12,2.95,B,85,2,2.37,2.66,1,Sophomore
LU25833,Fall 2025,Business,Finance,0,1,0,0,3.11,12,12,3.63,B,84,2,3.2,3.42,1,Sophomore
LU25834,Fall 2025,Arts & Sciences,Political Science,0,0,0,0,3.62,13,13,3.09,,126,2,3.44,3.27,1,Sophomore
LU25835,Fall 2025,Arts & Sciences,Economics,0,0,0,0,3.67,15,15,2.97,,66,1,3.41,3.19,1,Sophomore
LU25836,Fall 2025,Business,Management,0,0,0,0,3.3,17,17,3.12,,92,1,3.4,3.26,1,Sophomore
LU25837,Fall 2025,Nursing & Health,Public Health,0,0,0,0,3.42,15,12,2.05,,39,1,2.2,2.13,1,Sophomore
